TEAM,Season,W,Perc_3PA,Perc_2PA,Perc_AST,Perc_STL,PFminusPFD,OPP_Perc_3PA,OPP_Perc_2PA,OPP_Perc_AST,OPP_Perc_STL,L1_N_Awards_Won,L1_Coach_RS_W_Perc_Overall,L1_Coach_P_W_Perc,AVG_PLAYER_AGE,Coach,Coach_N_Seasons_Overall,Coach_Perc_Seasons_TEAM
Denver Nuggets,2015,33,0.2774525203484221,0.7225474796515778,0.6007112835434852,0.5427807486631016,11,0.29446697566628044,0.7055330243337196,0.6046511627906976,0.5490848585690515,0.0,0.397,,25.4375,Michael Malone,3,0.3333333333333333
Denver Nuggets,2016,40,0.3287461773700306,0.6712538226299695,0.6150429375185076,0.5784114052953157,-86,0.2970474613686534,0.7029525386313465,0.5709322524609148,0.5554649265905384,0.0,0.383,,26.352941176470587,Michael Malone,4,0.5
Denver Nuggets,2017,46,0.3570825119684596,0.6429174880315404,0.6168364289994008,0.5543766578249337,-166,0.33234921973850695,0.667650780261493,0.5989367985823981,0.533442088091354,0.0,0.415,,26.705882352941178,Michael Malone,5,0.6
Denver Nuggets,2018,54,0.3481852654387866,0.6518147345612134,0.6528060482698459,0.5716862037871957,-31,0.3695652173913043,0.6304347826086957,0.6210720887245841,0.5535390199637024,0.0,0.449,,25.555555555555557,Michael Malone,6,0.6666666666666666
Denver Nuggets,2019,46,0.34432799013563503,0.655672009864365,0.6360377973281199,0.5629202689721422,-9,0.3918554904135636,0.6081445095864364,0.6344638574854402,0.5223880597014925,1.0,0.488,0.5,25.470588235294116,Michael Malone,7,0.7142857142857143
Denver Nuggets,2020,47,0.3833696667704765,0.6166303332295235,0.6207450224791266,0.5739644970414202,-5,0.41795413888437144,0.5820458611156285,0.646548733957683,0.5555555555555556,1.0,0.509,0.4848484848484848,26.555555555555557,Michael Malone,8,0.75
Denver Nuggets,2021,48,0.41587794886283375,0.5841220511371663,0.6671545667447307,0.5632730732635585,7,0.39146205357142855,0.6085379464285714,0.6183546183546184,0.5458368376787216,1.0,0.527,0.4651162790697674,27.2,Michael Malone,9,0.7777777777777778
Denver Nuggets,2022,53,0.36103273137697517,0.6389672686230248,0.6625629546726357,0.5592760180995475,-76,0.37831426179179456,0.6216857382082054,0.6149576394975168,0.5419463087248322,1.0,0.534,0.4375,27.4375,Michael Malone,10,0.8
Detroit Pistons,1996,54,0.24593929450369156,0.7540607054963084,0.5496993279094446,0.5297071129707113,1636,0.22949767292569412,0.7705023270743059,0.6484826589595376,0.46833013435700577,,,,27.857142857142858,Doug Collins,5,0.4
Detroit Pistons,1997,37,0.1471834300957163,0.8528165699042837,0.5580013976240391,0.5368171021377672,1792,0.17249490355966757,0.8275050964403324,0.6172535211267606,0.5409015025041736,1.0,0.578,0.3947368421052631,27.785714285714285,Doug Collins,6,0.5
Detroit Pistons,1998,29,0.18272335844994617,0.8172766415500539,0.6078313253012049,0.5766233766233766,1133,0.18741412475954933,0.8125858752404507,0.6580441640378549,0.5367088607594936,1.0,0.567,0.3947368421052631,27.470588235294116,Alvin Gentry,3,0.6666666666666666
Detroit Pistons,1999,42,0.18432554634513942,0.8156744536548606,0.5607752956636005,0.475,1726,0.1840143155383239,0.8159856844616761,0.6069252965694133,0.5062111801242236,1.0,0.488,0.4,28.357142857142858,Alvin Gentry,4,0.75
Detroit Pistons,2000,32,0.16162790697674417,0.8383720930232558,0.5580678314491264,0.4811616954474097,1948,0.17941605839416058,0.8205839416058394,0.625,0.5130368098159509,1.0,0.486,0.4,27.785714285714285,George Irvine,5,0.4
Detroit Pistons,2001,50,0.23948579590541183,0.7605142040945881,0.6203866432337434,0.5090337784760408,1689,0.15169569202566452,0.8483043079743354,0.5598086124401914,0.5456831517183571,0.0,0.345,0.0,28.466666666666665,Rick Carlisle,1,1.0
Detroit Pistons,2002,50,0.23705591843237214,0.7629440815676278,0.6,0.48389904264577893,1735,0.13383314723241346,0.8661668527675865,0.5470116618075802,0.5144927536231884,1.0,0.61,0.4,29.466666666666665,Rick Carlisle,2,1.0
Detroit Pistons,2003,54,0.15331010452961671,0.8466898954703833,0.6195850018201674,0.5030534351145038,1660,0.185010975227344,0.814989024772656,0.5928598556779339,0.5213537469782433,1.0,0.61,0.4444444444444444,28.0,Larry Brown,25,0.04
Detroit Pistons,2004,54,0.16399314748481544,0.8360068525151846,0.6267976148719747,0.507488986784141,1635,0.18673029556650247,0.8132697044334976,0.5797205302758868,0.5383936451897617,1.0,0.586,0.5097087378640777,28.666666666666668,Larry Brown,26,0.07692307692307693
Detroit Pistons,2005,64,0.22125648063433973,0.7787435193656602,0.6607442172309755,0.5065502183406113,-197,0.15689922480620155,0.8431007751937984,0.5286449399656947,0.5166487647690655,1.0,0.589,0.5194805194805194,28.4,Flip Saunders,11,0.09090909090909091
Detroit Pistons,2006,53,0.2012646514497224,0.7987353485502776,0.600951733514616,0.4838174273858921,4,0.1901530692756825,0.8098469307243175,0.5842497339482086,0.5204795204795205,2.0,0.58,0.4153846153846154,28.733333333333334,Flip Saunders,12,0.16666666666666666
Detroit Pistons,2007,59,0.20302243932224087,0.7969775606777592,0.610536845615205,0.526173285198556,70,0.19762782497195064,0.8023721750280494,0.5731573157315731,0.4989539748953975,1.0,0.586,0.4567901234567901,28.266666666666666,Flip Saunders,13,0.23076923076923078
Detroit Pistons,2008,39,0.16450678457081871,0.8354932154291813,0.5665883931566589,0.5114107883817427,100,0.19247648902821315,0.8075235109717869,0.5740611961057024,0.473792394655704,0.0,0.597,0.4795918367346938,27.76923076923077,Michael Curry,1,1.0
Detroit Pistons,2009,27,0.1802484095728567,0.8197515904271433,0.541156462585034,0.5076660988074957,120,0.24530136098509397,0.7546986390149061,0.6401349072512648,0.4990909090909091,1.0,0.476,0.0,27.428571428571427,John Kuester,1,1.0
Detroit Pistons,2010,30,0.18895742440198585,0.8110425755980142,0.5660994764397905,0.5129310344827587,84,0.2281030444964871,0.7718969555035129,0.6141479099678456,0.5323336457357076,0.0,0.329,,27.846153846153847,John Kuester,2,1.0
Detroit Pistons,2011,25,0.17507645259938837,0.8249235474006116,0.5377564382365779,0.4796663190823775,10,0.21643675927724887,0.7835632407227511,0.6244743481917577,0.5450145208131656,0.0,0.348,,27.571428571428573,Lawrence Frank,8,0.125
Detroit Pistons,2012,29,0.216932811087677,0.783067188912323,0.5847599865726754,0.5097690941385435,-7,0.25184072126220886,0.7481592787377911,0.6011125654450262,0.556809024979855,0.0,0.47,0.4736842105263157,25.928571428571427,Lawrence Frank,9,0.2222222222222222
Detroit Pistons,2013,29,0.22178551375631667,0.7782144862436833,0.5386549340037712,0.5585365853658537,-33,0.2744868035190616,0.7255131964809384,0.6237531172069826,0.5616093880972338,0.0,0.454,0.4736842105263157,26.066666666666666,Maurice Cheeks,9,0.1111111111111111
Detroit Pistons,2014,32,0.29028132992327366,0.7097186700767263,0.5823742190069057,0.543630017452007,-25,0.2624321549068505,0.7375678450931494,0.6274951706374758,0.5204731574158326,0.0,0.492,0.3125,27.466666666666665,Stan Van Gundy,9,0.1111111111111111
Detroit Pistons,2015,44,0.3030901650910117,0.6969098349089883,0.5123754419800707,0.521383075523203,-216,0.24322758221063306,0.756772417789367,0.5549968573224388,0.5252252252252252,0.0,0.61,0.5517241379310345,26.333333333333332,Stan Van Gundy,10,0.2
Detroit Pistons,2016,37,0.26297720406481734,0.7370227959351826,0.5298256347506883,0.5487571701720841,33,0.3071742313323573,0.6928257686676428,0.6135496183206107,0.566289825282631,1.0,0.602,0.5274725274725275,25.933333333333334,Stan Van Gundy,11,0.2727272727272727
Detroit Pistons,2017,39,0.33286575957357273,0.6671342404264272,0.5822942643391521,0.516872427983539,-3,0.36161991986262165,0.6383800801373783,0.6437928883343731,0.5417422867513612,0.0,0.587,0.5274725274725275,26.842105263157894,Stan Van Gundy,12,0.3333333333333333
Detroit Pistons,2018,41,0.39430781983973473,0.6056921801602653,0.5792778649921507,0.4934952298352125,63,0.3268761658774573,0.6731238341225427,0.5930907979211251,0.4986784140969163,0.0,0.577,0.5274725274725275,27.470588235294116,Dwane Casey,10,0.1
Detroit Pistons,2019,20,0.3812301166489926,0.6187698833510075,0.6123314065510598,0.5308775731310943,-9,0.3386537126995142,0.6613462873004857,0.5870664739884393,0.5386904761904762,1.0,0.543,0.3818181818181818,25.473684210526315,Dwane Casey,11,0.18181818181818182
Detroit Pistons,2020,20,0.38461538461538464,0.6153846153846154,0.626302551203737,0.5288844621513944,8,0.3610223642172524,0.6389776357827476,0.5989932885906041,0.5376744186046511,0.0,0.524,0.3818181818181818,24.294117647058822,Dwane Casey,12,0.25
Detroit Pistons,2021,23,0.3905325443786982,0.6094674556213018,0.614892937040588,0.5263157894736842,174,0.3783860445326904,0.6216139554673096,0.6183618361836184,0.5210662080825451,0.0,0.504,0.3818181818181818,24.52,Dwane Casey,13,0.3076923076923077
Detroit Pistons,2022,17,0.3724089635854342,0.6275910364145658,0.5807644882860666,0.5180505415162455,95,0.37828856272500694,0.6217114372749931,0.5977922445513728,0.5101050929668552,0.0,0.486,0.3818181818181818,24.68421052631579,Dwane Casey,14,0.35714285714285715
Golden State Warriors,1996,30,0.20758452634785257,0.7924154736521474,0.6078104138851802,0.4751552795031056,1782,0.23132887899034893,0.7686711210096511,0.6748984057517975,0.5843971631205673,,,,26.285714285714285,Rick Adelman,8,0.25
Golden State Warriors,1997,19,0.10111869824204563,0.8988813017579543,0.6003514938488577,0.5381282495667244,1851,0.14268762978344704,0.8573123702165529,0.6721256684491979,0.5529583637691746,0.0,0.586,0.5217391304347826,27.0625,P.J. Carlesimo,4,0.25
Golden State Warriors,1998,21,0.13539420081476156,0.8646057991852384,0.599421965317919,0.563265306122449,1264,0.14942827442827442,0.8505717255717256,0.6326530612244898,0.5208333333333334,0.0,0.476,0.25,29.0,P.J. Carlesimo,5,0.4
Golden State Warriors,1999,19,0.14971988795518207,0.8502801120448179,0.6178237650200267,0.546337817638266,1883,0.17163518299881936,0.8283648170011806,0.6432859399684044,0.5299539170506913,0.0,0.468,0.25,27.57894736842105,Garry St. Jean,6,0.16666666666666666
Golden State Warriors,2000,17,0.1343554006968641,0.8656445993031359,0.6087844739530133,0.5504451038575667,1721,0.17195845697329376,0.8280415430267062,0.6432840515885498,0.5549577248270561,0.0,0.382,0.25,27.45,Dave Cowens,5,0.2
Golden State Warriors,2001,21,0.14222349406209758,0.8577765059379024,0.5690460306871248,0.5527210884353742,1865,0.16616616616616617,0.8338338338338338,0.6230936819172114,0.5123367198838897,0.0,0.465,0.3333333333333333,26.571428571428573,Brian Winters,3,0.3333333333333333
Golden State Warriors,2002,38,0.17792825241319696,0.822071747586803,0.5592943482522051,0.5298840321141838,1786,0.1640418118466899,0.8359581881533101,0.5969135802469135,0.5482625482625483,0.0,0.196,,25.625,Eric Musselman,1,1.0
Golden State Warriors,2003,37,0.1970511442174781,0.8029488557825218,0.5846956521739131,0.503056768558952,1689,0.1669683257918552,0.8330316742081448,0.5976933514246947,0.5499587118084228,0.0,0.463,,28.470588235294116,Eric Musselman,2,1.0
Golden State Warriors,2004,34,0.25202443528910357,0.7479755647108964,0.5978870914493232,0.5107398568019093,1831,0.18119333138344546,0.8188066686165546,0.5930418129588254,0.512589928057554,0.0,0.457,,25.615384615384617,Mike Montgomery,1,1.0
Golden State Warriors,2005,34,0.27000736919675755,0.7299926308032424,0.5763865260292617,0.48012718600953896,23,0.2000599430540986,0.7999400569459014,0.5999343616672137,0.4982698961937716,0.0,0.415,,25.133333333333333,Mike Montgomery,2,1.0
Golden State Warriors,2006,42,0.27894438138479,0.72105561861521,0.5979760809567617,0.4918032786885246,101,0.24221251819505094,0.757787481804949,0.6379690949227373,0.5194805194805194,0.0,0.415,,25.5,Don Nelson,28,0.2857142857142857
Golden State Warriors,2007,48,0.2950310559006211,0.7049689440993789,0.538642374375551,0.5375722543352601,139,0.2223492426407545,0.7776507573592455,0.5924228536510846,0.5240295748613678,0.0,0.572,0.4518072289156626,26.25,Don Nelson,29,0.3103448275862069
Golden State Warriors,2008,29,0.2090715804394047,0.7909284195605953,0.5295574125657692,0.5191212367778681,-85,0.21050460607727212,0.7894953939227279,0.5821817112613937,0.5387177352206495,0.0,0.573,0.4518072289156626,24.4375,Don Nelson,30,0.3333333333333333
Golden State Warriors,2009,26,0.23780659712433042,0.7621934028756696,0.5524181435866626,0.5277392510402219,129,0.21527086591781602,0.784729134082184,0.5805221472572601,0.5357142857142857,0.0,0.565,0.4518072289156626,26.529411764705884,Don Nelson,31,0.3548387096774194
Golden State Warriors,2010,36,0.24819071945508728,0.7518092805449127,0.5681328821900954,0.5566465256797583,294,0.23364761343547436,0.7663523865645256,0.6394579262527577,0.5609348914858097,0.0,0.557,0.4518072289156626,26.0,Keith Smart,2,0.5
Golden State Warriors,2011,23,0.24820870843284953,0.7517912915671505,0.590598633989554,0.5398773006134969,315,0.23586816424231266,0.7641318357576874,0.6204794798862251,0.5453551912568306,0.0,0.369,,26.470588235294116,Mark Jackson,1,1.0
Golden State Warriors,2012,47,0.23859649122807017,0.7614035087719299,0.5894568690095847,0.5108108108108108,182,0.272648835202761,0.727351164797239,0.6329072435267126,0.5420711974110033,0.0,0.348,,26.0,Mark Jackson,2,1.0
Golden State Warriors,2013,51,0.2907922912205567,0.7092077087794433,0.5908529048207664,0.5211038961038961,200,0.23930635838150288,0.7606936416184971,0.5574693607154687,0.520449077786688,1.0,0.473,0.5,27.285714285714285,Mark Jackson,3,1.0
Golden State Warriors,2014,67,0.31063472047078605,0.689365279529214,0.6592375366568914,0.5733634311512416,87,0.24802371541501977,0.7519762845849802,0.5668096337842297,0.5738396624472574,1.0,0.526,0.4736842105263157,27.2,Steve Kerr,1,1.0
Golden State Warriors,2015,73,0.3620617404665456,0.6379382595334544,0.6801375752364575,0.5814345991561182,74,0.26302864938608456,0.7369713506139154,0.571831869510665,0.570281124497992,2.0,0.817,0.7619047619047619,27.666666666666668,Steve Kerr,2,1.0
Golden State Warriors,2016,67,0.3588235294117647,0.6411764705882353,0.7052661381653454,0.6171383647798742,-3,0.3114485022568732,0.6885514977431269,0.5853505187048098,0.5821635012386458,3.0,0.854,0.6888888888888889,28.625,Steve Kerr,3,1.0
Golden State Warriors,2017,58,0.3394469121650666,0.6605530878349334,0.6845255058421202,0.5582978723404255,91,0.3241192411924119,0.675880758807588,0.5867718446601942,0.566798418972332,3.0,0.841,0.7580645161290323,28.529411764705884,Steve Kerr,4,1.0
Golden State Warriors,2018,57,0.38364352669474255,0.6163564733052574,0.6680509413067552,0.5656108597285068,156,0.3684915004684781,0.6315084995315219,0.6,0.5389221556886228,2.0,0.808,0.7590361445783133,27.941176470588236,Steve Kerr,5,1.0
Golden State Warriors,2019,15,0.35462478184991275,0.6453752181500872,0.6625498007968128,0.5255905511811023,-4,0.39253472222222224,0.6074652777777778,0.6190302588406854,0.5531475748194015,2.0,0.785,0.7333333333333333,25.25,Steve Kerr,6,1.0
Golden State Warriors,2020,39,0.43942019851898534,0.5605798014810146,0.6696939118735284,0.5420129270544783,120,0.38717228464419473,0.6128277153558053,0.5906109768726269,0.525,0.0,0.709,0.7333333333333333,25.705882352941178,Steve Kerr,7,1.0
Golden State Warriors,2021,53,0.45590517849583745,0.5440948215041626,0.668973818838399,0.6047098402018503,249,0.41532826148210766,0.5846717385178923,0.6027000964320154,0.5315315315315315,1.0,0.687,0.7333333333333333,28.25,Steve Kerr,8,1.0
Golden State Warriors,2022,44,0.47883132693088054,0.5211686730691194,0.6913510457885811,0.5017064846416383,246,0.39251077586206895,0.607489224137931,0.6066705002875216,0.48353293413173654,1.0,0.682,0.7322834645669292,27.11764705882353,Steve Kerr,9,1.0
Houston Rockets,1996,57,0.2836212214682295,0.7163787785317706,0.6628251564043464,0.5870307167235495,1595,0.22600438276113952,0.7739956172388605,0.6056105610561056,0.5355311355311355,,,,30.647058823529413,Rudy Tomjanovich,6,1.0
Houston Rockets,1997,41,0.2564102564102564,0.7435897435897436,0.6106585200271555,0.5863247863247864,1639,0.1654601861427094,0.8345398138572906,0.6032146233848094,0.5639445300462249,1.0,0.639,0.5925925925925926,31.642857142857142,Rudy Tomjanovich,7,1.0
Houston Rockets,1998,31,0.24065297525013166,0.7593470247498684,0.6028490028490029,0.5911179173047473,957,0.1559477756286267,0.8440522243713733,0.5766871165644172,0.5431034482758621,0.0,0.617,0.5813953488372093,30.133333333333333,Rudy Tomjanovich,8,1.0
Houston Rockets,1999,34,0.24384753901560624,0.7561524609843937,0.5911362879040319,0.544404973357016,1515,0.13994910941475827,0.8600508905852418,0.5774953502789832,0.5157894736842106,1.0,0.617,0.5666666666666667,28.125,Rudy Tomjanovich,9,1.0
Houston Rockets,2000,45,0.2174314752078842,0.7825685247921158,0.5480801902820251,0.5375457875457875,1654,0.15075003713055102,0.849249962869449,0.5745033112582781,0.5024916943521595,0.0,0.592,0.5666666666666667,27.142857142857142,Rudy Tomjanovich,10,1.0
Houston Rockets,2001,28,0.22326142706290542,0.7767385729370946,0.522382798731054,0.5435222672064778,1465,0.14952727272727273,0.8504727272727273,0.5759949858978377,0.4982698961937716,0.0,0.587,0.5666666666666667,26.785714285714285,Rudy Tomjanovich,11,1.0
Houston Rockets,2002,43,0.19609967497291442,0.8039003250270856,0.530281690140845,0.5489833641404805,1597,0.16659182757072294,0.833408172429277,0.5821515046696645,0.5195924764890282,0.0,0.562,0.5666666666666667,25.928571428571427,Rudy Tomjanovich,12,1.0
Houston Rockets,2003,45,0.22695722356739306,0.773042776432607,0.5766983199415632,0.5077062556663645,1759,0.19156908665105388,0.8084309133489461,0.6407435508345979,0.517115804806992,0.0,0.559,0.5666666666666667,29.333333333333332,Jeff Van Gundy,8,0.125
Houston Rockets,2004,51,0.23695279638572986,0.7630472036142701,0.6089248067463107,0.5179392824287029,1807,0.20909232445897555,0.7909076755410245,0.6235294117647059,0.5348017621145374,1.0,0.584,0.5135135135135135,31.294117647058822,Jeff Van Gundy,9,0.2222222222222222
Houston Rockets,2005,34,0.22616762635956494,0.7738323736404351,0.5834564254062038,0.5374771480804388,147,0.23217115689381934,0.7678288431061807,0.6081979320531757,0.4878457669740151,1.0,0.589,0.5061728395061729,28.6875,Jeff Van Gundy,10,0.3
Houston Rockets,2006,52,0.2899816176470588,0.7100183823529411,0.5863730213351687,0.5012897678417885,79,0.20698139320313702,0.793018606796863,0.5685642678123881,0.49139414802065406,1.0,0.568,0.5061728395061729,27.785714285714285,Jeff Van Gundy,11,0.36363636363636365
Houston Rockets,2007,55,0.2548521946849806,0.7451478053150195,0.585081585081585,0.546617915904936,-6,0.17986047922353654,0.8201395207764635,0.5427769985974754,0.5528888888888889,2.0,0.575,0.5,27.941176470588236,Rick Adelman,17,0.058823529411764705
Houston Rockets,2008,53,0.25375421391357644,0.7462457860864236,0.5616762419736397,0.541501976284585,-136,0.19272457312546398,0.807275426874536,0.5416248746238717,0.5077720207253886,2.0,0.614,0.5,28.4,Rick Adelman,18,0.1111111111111111
Houston Rockets,2009,42,0.26549183879820887,0.7345081612017911,0.5785391079508727,0.48301574150787074,-128,0.1973568281938326,0.8026431718061674,0.5302843016069221,0.5025252525252525,1.0,0.616,0.5031847133757962,26.3125,Rick Adelman,19,0.15789473684210525
Houston Rockets,2010,43,0.2642293906810036,0.7357706093189964,0.6167192429022083,0.5164444444444445,-113,0.17910875483593638,0.8208912451640636,0.522657685241886,0.5297297297297298,0.0,0.61,0.5031847133757962,26.333333333333332,Rick Adelman,20,0.2
Houston Rockets,2011,34,0.23994226952913586,0.7600577304708641,0.5640819606267578,0.5102880658436214,132,0.20932375161230882,0.7906762483876911,0.5339531123686337,0.518324607329843,0.0,0.605,0.5031847133757962,27.2,Kevin McHale,3,0.3333333333333333
Houston Rockets,2012,45,0.3493069890887644,0.6506930109112357,0.6088348271446863,0.5611570247933885,-12,0.25660054231482804,0.743399457685172,0.5835427135678392,0.5140949554896143,0.0,0.456,,24.642857142857142,Kevin McHale,4,0.5
Houston Rockets,2013,54,0.3300015144631228,0.6699984855368771,0.5628608082103913,0.5404699738903395,-317,0.26170684400110833,0.7382931559988917,0.5695964967156709,0.5321239606953893,1.0,0.488,0.3333333333333333,25.125,Kevin McHale,5,0.6
Houston Rockets,2014,56,0.39227166276346603,0.607728337236534,0.600263852242744,0.5789865871833085,73,0.26936846627523986,0.7306315337247601,0.5666235446313066,0.5314787701317716,2.0,0.531,0.3333333333333333,27.705882352941178,Kevin McHale,6,0.6666666666666666
Houston Rockets,2015,41,0.36994304074777273,0.6300569592522273,0.5885585003232062,0.6032329169728141,-57,0.3161817400028666,0.6838182599971334,0.6296875,0.5615914307574599,1.0,0.562,0.4482758620689655,26.933333333333334,J.B. Bickerstaff,1,1.0
Houston Rockets,2016,55,0.462248322147651,0.537751677852349,0.6263237518910741,0.5425101214574899,-40,0.3278891023881416,0.6721108976118584,0.5863703703703703,0.5620967741935484,0.0,0.521,0.2,26.466666666666665,Mike D'Antoni,13,0.07692307692307693
Houston Rockets,2017,65,0.5024616275702288,0.4975383724297712,0.556710775047259,0.5859178541492037,-73,0.3370386204930882,0.6629613795069118,0.5662762022194822,0.5365638766519824,1.0,0.53,0.4571428571428571,29.1,Mike D'Antoni,14,0.14285714285714285
Houston Rockets,2018,53,0.5194750802736283,0.4805249197263716,0.541019266625233,0.5681818181818182,163,0.34393470306783,0.65606529693217,0.5822517355870812,0.5548446069469836,1.0,0.55,0.4942528735632184,27.75,Mike D'Antoni,15,0.2
Houston Rockets,2019,44,0.5007678132678133,0.4992321867321867,0.5303133514986376,0.5391229578675838,51,0.3827591440279253,0.6172408559720747,0.5973727422003284,0.5468306527909177,1.0,0.557,0.5,29.4,Mike D'Antoni,16,0.25
Houston Rockets,2020,17,0.45872567482736976,0.5412743251726303,0.6012031139419675,0.5175355450236967,19,0.39494618624239586,0.6050538137576041,0.6032520325203252,0.5764150943396227,2.0,0.56,0.4909090909090909,26.0,Stephen Silas,1,1.0
Houston Rockets,2021,20,0.4475504729634336,0.5524495270365665,0.5983276556209353,0.5194805194805194,-120,0.4022240303770003,0.5977759696229997,0.590398652442448,0.5743893412287194,0.0,0.236,,23.8125,Stephen Silas,2,1.0
Houston Rockets,2022,22,0.35940716344174556,0.6405928365582544,0.5512165815560228,0.5560704355885079,-13,0.4404926653750346,0.5595073346249654,0.6158045977011494,0.539039039039039,0.0,0.24,,23.333333333333332,Stephen Silas,3,1.0
Indiana Pacers,1996,39,0.18068436200831467,0.8193156379916853,0.6138197123816205,0.4538401861908456,1949,0.22652194431335534,0.7734780556866446,0.6205787781350482,0.5186846038863976,,,,28.0,Larry Brown,18,0.2222222222222222
Indiana Pacers,1997,58,0.16535433070866143,0.8346456692913385,0.6466963368709346,0.5205811138014528,1848,0.13439776778793985,0.8656022322120601,0.5706599713055954,0.5513698630136986,0.0,0.592,0.488,28.857142857142858,Larry Bird,1,1.0
Indiana Pacers,1998,33,0.2066735644076565,0.7933264355923435,0.5805892547660312,0.48466257668711654,1072,0.16111817026683609,0.8388818297331639,0.55978898007034,0.5500770416024653,1.0,0.707,0.625,29.357142857142858,Larry Bird,2,1.0
Indiana Pacers,1999,56,0.2239457831325301,0.7760542168674699,0.609451919921234,0.49644760213143874,1596,0.14408478945860784,0.8559152105413922,0.5573401863154513,0.5263157894736842,0.0,0.689,0.6551724137931034,29.428571428571427,Larry Bird,3,1.0
Indiana Pacers,2000,41,0.1802208054734878,0.8197791945265122,0.6234087694483734,0.5049327354260089,1918,0.16773903935358372,0.8322609606464163,0.5991516436903499,0.4734726688102894,0.0,0.687,0.6153846153846154,27.666666666666668,Isiah Thomas,1,1.0
Indiana Pacers,2001,42,0.18161094224924013,0.8183890577507599,0.64190800681431,0.5609548167092924,1862,0.17647058823529413,0.8235294117647058,0.5948941887806517,0.49479583666933546,0.0,0.5,0.25,25.133333333333333,Isiah Thomas,2,1.0
Indiana Pacers,2002,48,0.1693401937046005,0.8306598062953995,0.6561319134318103,0.5532591414944356,1802,0.1789237668161435,0.8210762331838565,0.593006993006993,0.512396694214876,1.0,0.506,0.3333333333333333,26.4,Isiah Thomas,3,1.0
Indiana Pacers,2003,61,0.20262575134451122,0.7973742486554888,0.6443879404286234,0.5580322828593389,1704,0.16407766990291262,0.8359223300970874,0.6173717708723324,0.49238578680203043,1.0,0.533,0.3333333333333333,26.8,Rick Carlisle,3,0.3333333333333333
Indiana Pacers,2004,44,0.2553088020748906,0.7446911979251094,0.558095952023988,0.5385288966725044,1884,0.1704328453214513,0.8295671546785487,0.5563583815028902,0.4680306905370844,2.0,0.654,0.5116279069767442,27.85,Rick Carlisle,4,0.5
Indiana Pacers,2005,41,0.2448198916161938,0.7551801083838062,0.585427135678392,0.5377697841726619,21,0.16651291512915128,0.8334870848708487,0.5369127516778524,0.5271132376395534,0.0,0.625,0.5,27.933333333333334,Rick Carlisle,5,0.6
Indiana Pacers,2006,35,0.211705532693187,0.788294467306813,0.584958217270195,0.46470131885182314,-30,0.1831359102244389,0.8168640897755611,0.5602183555100648,0.48239700374531835,0.0,0.6,0.4838709677419355,27.0,Rick Carlisle,6,0.6666666666666666
Indiana Pacers,2007,36,0.289003289003289,0.710996710996711,0.600902643455835,0.48033924441017734,139,0.23045327856828518,0.7695467214317149,0.5884254768832848,0.5364077669902912,0.0,0.571,0.4838709677419355,26.625,Jim O'Brien,6,0.16666666666666666
Indiana Pacers,2008,36,0.24364406779661016,0.7563559322033898,0.5512422360248447,0.49782797567332754,203,0.22136403380938502,0.778635966190615,0.5510983763132761,0.5340622371740958,0.0,0.517,0.4516129032258064,27.214285714285715,Jim O'Brien,7,0.2857142857142857
Indiana Pacers,2009,32,0.27788362890224244,0.7221163710977576,0.5728476821192053,0.4767726161369193,139,0.20436363636363636,0.7956363636363636,0.5441696113074205,0.5308441558441559,0.0,0.504,0.4516129032258064,26.785714285714285,Jim O'Brien,8,0.375
Indiana Pacers,2010,37,0.2435538529541771,0.7564461470458229,0.5364635364635365,0.510936132983377,24,0.20813222173467896,0.7918677782653211,0.5437968088570498,0.4873217115689382,0.0,0.488,0.4516129032258064,26.4,Jim O'Brien,9,0.4444444444444444
Indiana Pacers,2011,42,0.19795348837209303,0.802046511627907,0.5216652506372133,0.5309644670050762,2,0.23736802413273,0.7626319758672699,0.5605206073752711,0.4681081081081081,0.0,0.481,0.4516129032258064,26.866666666666667,Frank Vogel,2,1.0
Indiana Pacers,2012,49,0.2450574712643678,0.7549425287356322,0.5782073813708261,0.5291970802919708,-154,0.20189274447949526,0.7981072555205048,0.5559528065784769,0.4979625101874491,0.0,0.596,0.4375,26.1875,Frank Vogel,3,1.0
Indiana Pacers,2013,56,0.2345960748516659,0.7654039251483341,0.5598507968802984,0.49107142857142855,-118,0.23006632277081798,0.769933677229182,0.5350877192982456,0.4793856103476152,1.0,0.6,0.5142857142857142,27.733333333333334,Frank Vogel,4,1.0
Indiana Pacers,2014,38,0.25498241500586166,0.7450175849941383,0.5860573715810541,0.48325358851674644,-12,0.2525058962264151,0.7474941037735849,0.5537470328925059,0.5379250217959896,1.0,0.625,0.5185185185185185,28.533333333333335,Frank Vogel,5,1.0
Indiana Pacers,2015,45,0.270436649964209,0.729563350035791,0.5541056651814131,0.5720894371626831,-35,0.29230106291295604,0.7076989370870439,0.5569331158238173,0.5200984413453651,0.0,0.587,0.5185185185185185,26.466666666666665,Frank Vogel,6,1.0
Indiana Pacers,2016,42,0.2719665271966527,0.7280334728033473,0.5724930145917417,0.5461224489795918,-2,0.34578086553770443,0.6542191344622955,0.5881219903691813,0.5849557522123894,1.0,0.58,0.5081967213114754,27.5,Nate McMillan,13,0.07692307692307693
